RECS,Line,DTsc_sec,UsedAlt_m,GHead_deg,Lat_deg,Lon_deg,Galt_m,Gtm_sec,Epoch_sec,ALTsp_m,mereni
5909,190,2325,69,305,50.051038,12.529062,997.60,32637,1334826237,69.34,864.82
5910,190,2326,69,305,50.051253,12.528616,998.50,32638,1334826238,69.76,817.88
5911,190,2327,69,306,50.051479,12.528157,1001.50,32639,1334826239,70.00,852.47
5912,190,2328,69,306,50.051706,12.527702,1003.40,32640,1334826240,69.49,777.08
5913,190,2329,68,306,50.051933,12.527246,1004.70,32641,1334826241,68.13,781.71
5914,190,2330,67,307,50.052157,12.526787,1005.90,32642,1334826242,67.15,761.61
5915,190,2331,66,307,50.052391,12.526329,1008.00,32643,1334826243,66.64,698.48
5916,190,2332,65,307,50.052624,12.525869,1009.60,32644,1334826244,65.59,776.33
5917,190,2333,64,307,50.052859,12.525406,1011.20,32645,1334826245,64.77,858.14
5918,190,2334,63,307,50.053091,12.524941,1012.10,32646,1334826246,63.95,836.91
5919,190,2335,63,307,50.053326,12.524477,1013.20,32647,1334826247,63.13,840.99
5920,190,2336,62,307,50.053563,12.524017,1014.10,32648,1334826248,62.46,838.35
5921,190,2337,62,307,50.053796,12.523556,1014.90,32649,1334826249,62.85,821.54
5922,190,2338,62,308,50.054029,12.523091,1015.70,32650,1334826250,62.19,820.95
5923,190,2339,62,308,50.054262,12.522622,1016.30,32651,1334826251,62.46,861.16
5924,190,2340,62,307,50.054506,12.522149,1017.60,32652,1334826252,62.93,819.95
5925,190,2341,66,307,50.054748,12.521672,1018.50,32653,1334826253,66.72,861.69
5926,190,2342,71,308,50.054981,12.521195,1018.60,32654,1334826254,71.72,901.90
5927,190,2343,74,308,50.055213,12.520714,1019.50,32655,1334826255,74.37,891.14
5928,190,2344,79,307,50.055444,12.520227,1020.10,32656,1334826256,79.76,804.07
5929,190,2345,86,307,50.055672,12.519742,1020.40,32657,1334826257,86.98,790.92
5930,190,2346,95,306,50.055893,12.519261,1020.50,32658,1334826258,95.84,796.79
5931,190,2347,99,306,50.056113,12.518784,1020.60,32659,1334826259,99.20,777.48
5932,190,2348,107,305,50.056334,12.518309,1021.00,32660,1334826260,107.24,758.87
5933,190,2349,113,305,50.056551,12.517841,1021.40,32661,1334826261,113.76,769.38
5934,190,2350,119,305,50.056768,12.517376,1022.00,32662,1334826262,119.97,811.88
5935,190,2351,122,305,50.056998,12.516896,1026.20,32663,1334826263,122.94,879.89
5936,190,2352,129,305,50.057223,12.516427,1028.70,32664,1334826264,129.26,862.24
5937,190,2353,131,306,50.057449,12.515961,1031.20,32665,1334826265,131.14,1008.35
5938,190,2354,130,306,50.057673,12.515499,1032.80,32666,1334826266,130.98,1048.85
5939,190,2355,128,306,50.057899,12.515039,1034.90,32667,1334826267,128.29,1030.37
5940,190,2356,125,306,50.058124,12.514584,1037.00,32668,1334826268,125.79,1015.64
5941,190,2357,120,306,50.058351,12.514137,1038.30,32669,1334826269,120.95,1029.34
5942,190,2358,115,307,50.058576,12.513689,1039.50,32670,1334826270,115.72,980.52
5943,190,2359,110,307,50.058801,12.513246,1040.60,32671,1334826271,110.72,974.95
5944,190,2360,107,307,50.059032,12.512804,1043.50,32672,1334826272,107.36,963.19
5945,190,2361,101,307,50.059256,12.512371,1045.60,32673,1334826273,101.04,987.00
5946,190,2362,94,308,50.059486,12.511939,1048.40,32674,1334826274,94.05,997.95
5947,190,2363,87,308,50.059713,12.511511,1050.80,32675,1334826275,87.72,971.50
5948,190,2364,82,308,50.059933,12.511086,1052.60,32676,1334826276,82.41,897.86
5949,190,2365,80,309,50.060161,12.510657,1056.30,32677,1334826277,80.03,962.68
5950,190,2366,74,308,50.060384,12.510234,1059.40,32678,1334826278,74.61,962.73
5951,190,2367,69,309,50.060604,12.509816,1062.30,32679,1334826279,70.00,905.78
5952,190,2368,66,309,50.060826,12.509396,1066.60,32680,1334826280,66.56,883.04
5953,190,2369,64,309,50.061038,12.508979,1071.20,32681,1334826281,64.49,938.18
5954,190,2370,62,309,50.061249,12.508569,1076.40,32682,1334826282,62.31,888.14
5955,190,2371,60,308,50.061449,12.508172,1081.00,32683,1334826283,60.08,853.60
5956,190,2372,58,308,50.061651,12.507784,1088.00,32684,1334826284,58.01,806.51
5957,190,2373,57,308,50.061838,12.507412,1093.80,32685,1334826285,57.12,752.23
5958,190,2374,56,308,50.062028,12.507046,1101.10,32686,1334826286,56.37,767.20
5959,190,2375,56,308,50.062209,12.506686,1107.00,32687,1334826287,56.67,729.43
5960,190,2376,56,308,50.062387,12.506331,1111.50,32688,1334826288,56.96,748.42
5961,190,2377,57,308,50.062564,12.505974,1114.30,32689,1334826289,57.41,782.79
5962,190,2378,56,308,50.062738,12.505614,1116.60,32690,1334826290,56.82,754.68
5963,190,2379,56,307,50.062909,12.505252,1119.00,32691,1334826291,56.75,781.02
5964,190,2380,54,307,50.063079,12.504889,1121.40,32692,1334826292,54.66,817.91
5965,190,2381,51,306,50.063249,12.504522,1125.00,32693,1334826293,51.30,768.77
5966,190,2382,48,306,50.063419,12.504152,1128.00,32694,1334826294,48.84,800.61
5967,190,2383,46,306,50.063593,12.503781,1129.70,32695,1334826295,46.61,837.37
5968,190,2384,46,305,50.063769,12.503402,1131.40,32696,1334826296,46.17,804.96
5969,190,2385,45,305,50.063946,12.503017,1133.30,32697,1334826297,45.87,782.64
5970,190,2386,48,305,50.064123,12.502637,1132.70,32698,1334826298,48.70,734.35
5971,190,2387,50,305,50.064308,12.502246,1133.50,32699,1334826299,50.64,732.43
5972,190,2388,52,305,50.064488,12.501857,1131.60,32700,1334826300,52.65,835.63
5973,190,2389,53,305,50.064672,12.501464,1129.50,32701,1334826301,53.99,828.61
5974,190,2390,55,305,50.064864,12.501072,1127.00,32702,1334826302,55.11,774.82
5975,190,2391,55,305,50.065059,12.500681,1125.00,32703,1334826303,55.85,763.94
5976,190,2392,55,306,50.065256,12.500289,1123.10,32704,1334826304,55.26,759.26
5977,190,2393,55,307,50.065456,12.499894,1121.30,32705,1334826305,55.26,675.18
5978,190,2394,54,307,50.065656,12.499497,1119.00,32706,1334826306,54.95,771.00
5979,190,2395,53,307,50.065857,12.499097,1116.70,32707,1334826307,53.54,736.66
5980,190,2396,51,307,50.066058,12.498692,1113.20,32708,1334826308,51.38,790.33
5981,190,2397,47,307,50.066261,12.498287,1109.10,32709,1334826309,47.28,759.92
5982,190,2398,44,307,50.066464,12.497877,1105.00,32710,1334826310,44.23,735.22
5983,190,2399,41,307,50.066668,12.497459,1101.60,32711,1334826311,41.62,756.25
5984,190,2400,42,307,50.066876,12.497034,1098.00,32712,1334826312,42.52,757.94
5985,190,2401,42,307,50.067084,12.496609,1093.80,32713,1334826313,42.75,752.42
5986,190,2402,45,307,50.067292,12.496182,1089.90,32714,1334826314,45.95,820.38
5987,190,2403,51,307,50.067501,12.495747,1086.60,32715,1334826315,51.90,789.73
5988,190,2404,59,307,50.067711,12.495311,1083.60,32716,1334826316,59.89,824.57
5989,190,2405,63,307,50.067916,12.494874,1080.30,32717,1334826317,63.09,837.15
5990,190,2406,71,306,50.068124,12.494431,1078.40,32718,1334826318,71.72,736.27
5991,190,2407,81,306,50.068333,12.493985,1076.00,32719,1334826319,81.09,770.52
5992,190,2408,90,306,50.068538,12.493539,1073.60,32720,1334826320,90.92,768.89
5993,190,2409,100,306,50.068744,12.493084,1072.10,32721,1334826321,100.45,828.04
5994,190,2410,104,305,50.068944,12.492627,1069.90,32722,1334826322,104.39,891.76
5995,190,2411,112,305,50.069148,12.492169,1066.90,32723,1334826323,112.59,767.75
5996,190,2412,118,304,50.069358,12.491711,1065.00,32724,1334826324,118.99,844.20
5997,190,2413,125,304,50.069569,12.491247,1063.60,32725,1334826325,125.01,883.74
5998,190,2414,127,305,50.069788,12.490782,1062.60,32726,1334826326,127.39,909.75
5999,190,2415,132,305,50.070008,12.490319,1061.70,32727,1334826327,132.93,877.40
6000,190,2416,136,305,50.070228,12.489857,1060.70,32728,1334826328,136.56,1011.19
6001,190,2417,138,306,50.070444,12.489401,1059.80,32729,1334826329,138.36,1087.37
6002,190,2418,136,306,50.070658,12.488951,1059.00,32730,1334826330,136.80,1100.22
6003,190,2419,134,306,50.070871,12.488507,1058.30,32731,1334826331,134.69,1222.06
6004,190,2420,130,306,50.071054,12.488087,1051.90,32732,1334826332,130.16,1212.26
6005,190,2421,122,306,50.071252,12.487666,1049.10,32733,1334826333,122.94,1207.61
6006,190,2422,117,305,50.071449,12.487247,1046.80,32734,1334826334,117.59,1209.72
6007,190,2423,114,305,50.071648,12.486829,1044.10,32735,1334826335,114.15,1199.20
6008,190,2424,109,306,50.071853,12.486407,1042.00,32736,1334826336,109.70,1200.54
6009,190,2425,106,306,50.072053,12.485991,1040.20,32737,1334826337,106.62,1146.46
6010,190,2426,105,306,50.072251,12.485574,1038.70,32738,1334826338,105.14,1111.26
6011,190,2427,103,306,50.072446,12.485166,1037.30,32739,1334826339,103.26,1132.86
6012,190,2428,102,306,50.072641,12.484764,1036.70,32740,1334826340,102.60,955.76
6013,190,2429,100,306,50.072836,12.484364,1035.70,32741,1334826341,100.76,997.24
6014,190,2430,100,306,50.073028,12.483964,1034.50,32742,1334826342,100.22,936.44
6015,190,2431,100,307,50.073221,12.483567,1033.70,32743,1334826343,100.37,900.29
6016,190,2432,100,307,50.073418,12.483172,1032.90,32744,1334826344,100.14,826.61
6017,190,2433,100,307,50.073611,12.482776,1032.20,32745,1334826345,100.61,824.37
6018,190,2434,100,307,50.073806,12.482382,1031.50,32746,1334826346,100.84,784.61
6019,190,2435,101,307,50.074004,12.481987,1031.00,32747,1334826347,101.66,843.23
6020,190,2436,102,307,50.074204,12.481587,1030.60,32748,1334826348,102.40,824.73
6021,190,2437,101,307,50.074401,12.481182,1030.20,32749,1334826349,101.93,912.58
6022,190,2438,101,307,50.074599,12.480776,1029.40,32750,1334826350,101.93,929.51
6023,190,2439,102,307,50.074796,12.480367,1028.30,32751,1334826351,102.75,973.60
6024,190,2440,103,307,50.074996,12.479959,1027.70,32752,1334826352,103.73,1017.69
6025,190,2441,103,307,50.075196,12.479549,1027.10,32753,1334826353,103.07,1018.67
6026,190,2442,102,307,50.075393,12.479141,1026.60,32754,1334826354,102.52,995.41
6027,190,2443,102,307,50.075591,12.478729,1026.10,32755,1334826355,102.40,983.24
6028,190,2444,101,307,50.075789,12.478314,1025.80,32756,1334826356,101.19,1080.37
6029,190,2445,100,306,50.075988,12.477899,1025.10,32757,1334826357,100.02,1026.54
6030,190,2446,98,306,50.076183,12.477486,1024.40,32758,1334826358,98.65,1017.95
6031,190,2447,97,306,50.076384,12.477074,1025.30,32759,1334826359,97.17,1051.12
6032,190,2448,95,306,50.076586,12.476654,1025.10,32760,1334826360,96.00,1015.23
6033,190,2449,93,306,50.076786,12.476231,1024.70,32761,1334826361,93.66,1017.69
6034,190,2450,91,306,50.076983,12.475807,1024.30,32762,1334826362,91.51,1055.50
6035,190,2451,89,306,50.077179,12.475386,1023.90,32763,1334826363,89.52,1061.34
6036,190,2452,85,306,50.077374,12.474967,1023.60,32764,1334826364,85.62,977.61
6037,190,2453,83,306,50.077571,12.474547,1023.50,32765,1334826365,83.12,915.43
6038,190,2454,80,306,50.077769,12.474129,1023.30,32766,1334826366,80.50,907.10
6039,190,2455,78,306,50.077968,12.473710,1022.90,32767,1334826367,78.47,891.40
6040,190,2456,76,306,50.078168,12.473296,1022.50,32768,1334826368,76.83,799.28
6041,190,2457,75,306,50.078374,12.472882,1022.80,32769,1334826369,75.07,784.91
6042,190,2458,74,306,50.078581,12.472474,1022.70,32770,1334826370,74.61,788.11
6043,190,2459,73,307,50.078784,12.472070,1022.60,32771,1334826371,73.94,716.62
6044,190,2460,73,307,50.078988,12.471667,1022.40,32772,1334826372,73.94,768.81
6045,190,2461,75,308,50.079189,12.471266,1022.10,32773,1334826373,75.82,700.56
6046,190,2462,76,308,50.079389,12.470862,1022.00,32774,1334826374,76.83,686.63
6047,190,2463,79,308,50.079589,12.470461,1022.10,32775,1334826375,79.37,655.96
6048,190,2464,79,308,50.079786,12.470057,1022.30,32776,1334826376,79.92,633.88
6049,190,2465,82,307,50.079982,12.469652,1022.40,32777,1334826377,82.49,645.57
6050,190,2466,85,307,50.080174,12.469246,1022.50,32778,1334826378,85.58,651.94
6051,190,2467,87,307,50.080366,12.468842,1022.70,32779,1334826379,87.88,671.13
6052,190,2468,88,306,50.080558,12.468437,1022.80,32780,1334826380,88.07,659.08
6053,190,2469,89,306,50.080746,12.468032,1023.10,32781,1334826381,89.28,698.08
6054,190,2470,89,306,50.080947,12.467621,1026.00,32782,1334826382,89.60,709.67
6055,190,2471,89,306,50.081143,12.467211,1027.50,32783,1334826383,89.36,681.08
6056,190,2472,88,306,50.081336,12.466801,1029.50,32784,1334826384,88.78,730.15
6057,190,2473,87,306,50.081533,12.466390,1031.20,32785,1334826385,87.96,776.24
6058,190,2474,87,306,50.081731,12.465984,1032.90,32786,1334826386,87.22,762.14
6059,190,2475,85,306,50.081931,12.465576,1034.40,32787,1334826387,85.93,759.75
6060,190,2476,84,306,50.082128,12.465166,1035.90,32788,1334826388,84.21,796.75
6061,190,2477,82,306,50.082326,12.464754,1036.80,32789,1334826389,82.57,782.10
6062,190,2478,81,306,50.082528,12.464342,1037.50,32790,1334826390,81.59,847.27
6063,190,2479,80,306,50.082728,12.463927,1038.10,32791,1334826391,80.11,806.87
6064,190,2480,78,306,50.082929,12.463512,1038.70,32792,1334826392,78.71,782.07
6065,190,2481,78,306,50.083134,12.463094,1038.90,32793,1334826393,78.47,767.81
6066,190,2482,78,306,50.083351,12.462674,1039.40,32794,1334826394,78.20,826.98
6067,190,2483,79,307,50.083563,12.462259,1038.80,32795,1334826395,79.45,776.97
6068,190,2484,81,307,50.083776,12.461839,1038.80,32796,1334826396,81.40,769.51
6069,190,2485,83,308,50.083992,12.461417,1038.90,32797,1334826397,83.98,801.84
6070,190,2486,84,308,50.084209,12.460997,1039.00,32798,1334826398,84.05,806.44
6071,190,2487,85,308,50.084426,12.460575,1038.90,32799,1334826399,85.58,771.84
6072,190,2488,87,308,50.084651,12.460156,1039.90,32800,1334826400,87.22,746.74
6073,190,2489,89,308,50.084876,12.459736,1040.20,32801,1334826401,89.21,795.53
6074,190,2490,89,308,50.085101,12.459319,1039.40,32802,1334826402,89.64,759.27
6075,190,2491,91,309,50.085328,12.458899,1039.80,32803,1334826403,91.59,754.82
6076,190,2492,93,309,50.085556,12.458482,1041.50,32804,1334826404,93.23,727.06
6077,190,2493,95,309,50.085782,12.458064,1044.00,32805,1334826405,95.30,756.74
6078,190,2494,98,309,50.086013,12.457644,1045.90,32806,1334826406,98.23,721.74
6079,190,2495,99,310,50.086241,12.457221,1047.20,32807,1334826407,99.12,738.43
6080,190,2496,101,310,50.086466,12.456796,1047.50,32808,1334826408,101.86,764.01
6081,190,2497,103,309,50.086688,12.456362,1047.80,32809,1334826409,103.50,756.22
6082,190,2498,104,309,50.086901,12.455919,1048.30,32810,1334826410,104.71,784.36
6083,190,2499,104,309,50.087109,12.455471,1049.30,32811,1334826411,104.47,727.59
6084,190,2500,104,307,50.087313,12.455017,1049.90,32812,1334826412,104.24,768.22
6085,190,2501,104,306,50.087513,12.454559,1050.90,32813,1334826413,104.86,775.51
6086,190,2502,104,305,50.087711,12.454097,1052.90,32814,1334826414,104.71,729.83
6087,190,2503,105,305,50.087911,12.453637,1054.10,32815,1334826415,105.80,804.09
6088,190,2504,105,304,50.088113,12.453172,1055.40,32816,1334826416,105.14,779.17
6089,190,2505,106,304,50.088316,12.452702,1056.10,32817,1334826417,106.19,783.73
6090,190,2506,107,304,50.088521,12.452232,1056.30,32818,1334826418,107.01,711.40
6091,190,2507,107,304,50.088729,12.451762,1055.90,32819,1334826419,107.24,731.17
6092,190,2508,107,304,50.088943,12.451285,1056.00,32820,1334826420,107.67,711.27
6093,190,2509,107,304,50.089153,12.450814,1054.90,32821,1334826421,107.91,701.69
6094,190,2510,107,304,50.089364,12.450336,1053.70,32822,1334826422,107.44,711.29
6095,190,2511,106,304,50.089579,12.449857,1054.10,32823,1334826423,106.62,675.45
6096,190,2512,105,304,50.089794,12.449379,1053.40,32824,1334826424,105.88,664.18
6097,190,2513,105,304,50.090014,12.448901,1052.70,32825,1334826425,105.37,667.88
6098,190,2514,103,304,50.090229,12.448424,1051.70,32826,1334826426,103.50,648.18
6099,190,2515,102,305,50.090448,12.447944,1050.70,32827,1334826427,102.32,673.71
6100,190,2516,101,305,50.090666,12.447464,1049.80,32828,1334826428,101.43,688.86
6101,190,2517,100,305,50.090886,12.446986,1049.80,32829,1334826429,100.22,738.92
6102,190,2518,100,305,50.091114,12.446502,1051.70,32830,1334826430,100.02,728.74
6103,190,2519,98,305,50.091338,12.446025,1052.30,32831,1334826431,98.46,742.27
6104,190,2520,97,305,50.091559,12.445547,1053.10,32832,1334826432,97.56,790.87
6105,190,2521,95,305,50.091786,12.445067,1054.80,32833,1334826433,96.00,834.68
6106,190,2522,95,305,50.092013,12.444592,1055.70,32834,1334826434,95.18,902.97
6107,190,2523,93,305,50.092239,12.444119,1055.60,32835,1334826435,93.66,861.54
6108,190,2524,94,306,50.092466,12.443646,1055.80,32836,1334826436,94.44,904.48
6109,190,2525,94,306,50.092694,12.443172,1056.10,32837,1334826437,94.95,819.92
6110,190,2526,94,306,50.092924,12.442704,1056.50,32838,1334826438,94.79,791.63
6111,190,2527,94,306,50.093158,12.442237,1056.60,32839,1334826439,94.95,712.53
6112,190,2528,95,306,50.093392,12.441769,1057.70,32840,1334826440,95.22,691.54
6113,190,2529,95,307,50.093624,12.441299,1059.20,32841,1334826441,95.45,686.88
6114,190,2530,95,307,50.093856,12.440832,1058.90,32842,1334826442,95.84,639.71
6115,190,2531,96,307,50.094089,12.440366,1059.00,32843,1334826443,96.12,584.24
6116,190,2532,95,307,50.094319,12.439896,1059.50,32844,1334826444,95.30,550.90
6117,190,2533,93,307,50.094546,12.439429,1060.50,32845,1334826445,93.54,569.75
6118,190,2534,91,307,50.094773,12.438969,1061.30,32846,1334826446,91.16,642.38
6119,190,2535,90,307,50.094999,12.438502,1061.90,32847,1334826447,90.03,580.92
6120,190,2536,88,307,50.095226,12.438036,1062.40,32848,1334826448,88.31,559.06
6121,190,2537,86,307,50.095454,12.437564,1063.40,32849,1334826449,86.98,614.09
6122,190,2538,85,307,50.095681,12.437097,1063.40,32850,1334826450,85.77,600.80
6123,190,2539,84,307,50.095908,12.436632,1064.10,32851,1334826451,84.44,611.56
6124,190,2540,82,307,50.096131,12.436171,1065.10,32852,1334826452,82.88,611.56
6125,190,2541,81,307,50.096356,12.435714,1065.70,32853,1334826453,81.01,571.26
6126,190,2542,81,307,50.096581,12.435256,1066.70,32854,1334826454,81.01,617.11
6127,190,2543,81,307,50.096809,12.434801,1068.80,32855,1334826455,81.67,567.52
6128,190,2544,82,307,50.097031,12.434356,1070.10,32856,1334826456,82.14,575.95
6129,190,2545,82,307,50.097258,12.433904,1072.20,32857,1334826457,82.37,583.54
6130,190,2546,82,307,50.097481,12.433457,1073.00,32858,1334826458,82.41,572.52
6131,190,2547,83,307,50.097706,12.433009,1074.80,32859,1334826459,83.12,600.52
6132,190,2548,83,307,50.097926,12.432560,1076.80,32860,1334826460,83.47,614.17
6133,190,2549,83,307,50.098144,12.432116,1078.60,32861,1334826461,83.31,588.98
6134,190,2550,83,307,50.098362,12.431672,1079.80,32862,1334826462,83.70,601.50
6135,190,2551,83,307,50.098581,12.431226,1080.20,32863,1334826463,83.12,596.59
6136,190,2552,81,307,50.098798,12.430780,1080.80,32864,1334826464,81.67,673.77
6137,190,2553,80,307,50.099012,12.430341,1082.00,32865,1334826465,80.77,647.59
6138,190,2554,79,307,50.099226,12.429904,1084.10,32866,1334826466,79.60,615.36
6139,190,2555,79,307,50.099444,12.429469,1087.90,32867,1334826467,79.45,516.01
6140,190,2556,80,307,50.099654,12.429040,1090.60,32868,1334826468,80.58,565.90
6141,190,2557,80,307,50.099861,12.428617,1093.20,32869,1334826469,80.58,560.01
6142,190,2558,80,307,50.100062,12.428199,1096.30,32870,1334826470,80.42,578.70
6143,190,2559,80,307,50.100261,12.427782,1100.80,32871,1334826471,80.74,592.67
6144,190,2560,81,307,50.100453,12.427374,1104.90,32872,1334826472,81.67,565.21
6145,190,2561,82,306,50.100641,12.426974,1108.70,32873,1334826473,82.14,651.17
6146,190,2562,81,306,50.100826,12.426579,1112.10,32874,1334826474,81.91,567.60
6147,190,2563,83,306,50.101004,12.426186,1115.10,32875,1334826475,83.04,618.59
6148,190,2564,82,306,50.101174,12.425794,1117.40,32876,1334826476,82.96,606.50
6149,190,2565,82,305,50.101338,12.425401,1120.00,32877,1334826477,82.96,592.29
6150,190,2566,83,304,50.101483,12.425007,1122.30,32878,1334826478,83.86,627.94
6151,190,2567,83,303,50.101619,12.424621,1125.30,32879,1334826479,83.23,588.25
6152,190,2568,82,301,50.101744,12.424244,1129.20,32880,1334826480,82.41,581.92
6153,190,2569,80,300,50.101856,12.423877,1133.20,32881,1334826481,80.74,565.30
6154,190,2570,79,298,50.101959,12.423524,1137.40,32882,1334826482,79.68,579.22
6155,190,2571,79,297,50.102054,12.423177,1141.70,32883,1334826483,79.10,523.40
6156,190,2572,79,295,50.102144,12.422832,1146.50,32884,1334826484,79.29,590.05
6157,190,2573,80,294,50.102234,12.422492,1151.30,32885,1334826485,80.03,581.19
6158,190,2574,81,293,50.102323,12.422156,1156.00,32886,1334826486,81.09,545.13
6159,190,2575,83,293,50.102411,12.421824,1160.00,32887,1334826487,83.19,606.12
6160,190,2576,83,292,50.102494,12.421497,1164.40,32888,1334826488,83.94,630.86
6161,190,2577,83,292,50.102578,12.421179,1169.00,32889,1334826489,83.98,606.73
6162,190,2578,84,292,50.102662,12.420871,1173.80,32890,1334826490,84.95,610.98
6163,190,2579,87,292,50.102751,12.420574,1179.00,32891,1334826491,87.22,610.93
6164,190,2580,87,292,50.102838,12.420284,1184.50,32892,1334826492,87.49,647.79
6165,190,2581,90,293,50.102926,12.419997,1190.30,32893,1334826493,90.42,633.64
6166,190,2582,92,294,50.103014,12.419719,1196.60,32894,1334826494,92.17,648.29
6167,190,2583,95,294,50.103104,12.419444,1202.80,32895,1334826495,95.30,653.10
6168,190,2584,97,295,50.103199,12.419176,1209.00,32896,1334826496,97.83,662.20
6169,190,2585,99,296,50.103298,12.418912,1215.70,32897,1334826497,99.24,649.46
6170,190,2586,101,297,50.103404,12.418657,1222.70,32898,1334826498,101.19,670.97
6171,190,2587,104,298,50.103516,12.418411,1229.60,32899,1334826499,104.04,685.81
6172,190,2588,106,300,50.103631,12.418171,1236.30,32900,1334826500,106.62,703.55
6173,190,2589,107,303,50.103748,12.417934,1242.70,32901,1334826501,107.67,697.99
6174,190,2590,110,304,50.103863,12.417697,1249.00,32902,1334826502,110.13,822.03
6175,190,2591,112,306,50.103969,12.417452,1255.10,32903,1334826503,112.51,804.73
6176,190,2592,113,306,50.104072,12.417204,1260.20,32904,1334826504,113.02,759.25
6177,190,2593,112,305,50.104178,12.416957,1264.80,32905,1334826505,112.51,819.76
6178,190,2594,110,304,50.104284,12.416712,1268.80,32906,1334826506,110.87,835.05
6179,190,2595,107,303,50.104399,12.416464,1273.40,32907,1334826507,107.44,854.49
6180,190,2596,102,304,50.104517,12.416221,1276.80,32908,1334826508,102.40,796.33
6181,190,2597,96,304,50.104648,12.415982,1280.30,32909,1334826509,96.04,792.54
6182,190,2598,91,306,50.104791,12.415744,1283.60,32910,1334826510,91.98,740.28
6183,190,2599,83,308,50.104954,12.415504,1287.10,32911,1334826511,83.62,704.39
6184,190,2600,75,310,50.105121,12.415274,1289.00,32912,1334826512,75.27,733.72
6185,190,2601,69,313,50.105291,12.415027,1289.70,32913,1334826513,69.26,662.64
6186,190,2602,67,316,50.105463,12.414767,1289.10,32914,1334826514,67.23,554.57
6187,190,2603,66,316,50.105637,12.414494,1286.50,32915,1334826515,66.49,547.50
6188,190,2604,68,316,50.105811,12.414211,1282.10,32916,1334826516,68.59,502.33
6189,190,2605,70,315,50.105989,12.413907,1278.30,32917,1334826517,70.66,511.94
6190,190,2606,73,314,50.106166,12.413589,1273.80,32918,1334826518,73.20,489.38
6191,190,2607,74,313,50.106341,12.413254,1268.00,32919,1334826519,74.37,533.83
6192,190,2608,76,312,50.106511,12.412906,1261.30,32920,1334826520,76.99,472.84
6193,190,2609,79,310,50.106679,12.412536,1254.40,32921,1334826521,79.84,546.19
6194,190,2610,80,308,50.106844,12.412144,1248.20,32922,1334826522,80.74,566.58
6195,190,2611,82,307,50.107016,12.411719,1244.30,32923,1334826523,82.37,549.88
6196,190,2612,82,305,50.107186,12.411272,1241.30,32924,1334826524,82.41,524.21
6197,190,2613,84,303,50.107353,12.410807,1238.70,32925,1334826525,84.76,542.74
6198,190,2614,88,301,50.107488,12.410394,1226.50,32926,1334826526,88.39,569.68
6199,190,2615,91,300,50.107644,12.409949,1219.30,32927,1334826527,91.43,595.06
6200,190,2616,92,298,50.107804,12.409502,1211.20,32928,1334826528,92.17,594.14
6201,190,2617,94,298,50.107973,12.409052,1203.90,32929,1334826529,94.36,590.74
6202,190,2618,95,298,50.108148,12.408602,1197.00,32930,1334826530,95.38,615.26
6203,190,2619,96,299,50.108336,12.408165,1190.00,32931,1334826531,96.20,649.03
6204,190,2620,96,300,50.108544,12.407722,1184.70,32932,1334826532,96.66,553.29
6205,190,2621,99,302,50.108754,12.407292,1178.30,32933,1334826533,99.24,561.70
6206,190,2622,102,304,50.108976,12.406874,1171.70,32934,1334826534,102.68,597.91
6207,190,2623,106,305,50.109208,12.406472,1166.10,32935,1334826535,106.85,598.43
6208,190,2624,110,307,50.109446,12.406082,1160.60,32936,1334826536,110.13,552.64
6209,190,2625,111,309,50.109688,12.405699,1155.10,32937,1334826537,111.46,594.12
6210,190,2626,115,311,50.109931,12.405316,1149.20,32938,1334826538,115.64,638.18
6211,190,2627,120,313,50.110174,12.404931,1143.70,32939,1334826539,120.17,641.48
6212,190,2628,123,313,50.110416,12.404547,1138.20,32940,1334826540,123.25,649.93
6213,190,2629,125,314,50.110661,12.404167,1133.20,32941,1334826541,125.08,674.24
6214,190,2630,127,314,50.110903,12.403794,1127.90,32942,1334826542,127.27,695.29
6215,190,2631,125,314,50.111146,12.403414,1123.00,32943,1334826543,125.55,714.46
6216,190,2632,122,314,50.111384,12.403029,1117.20,32944,1334826544,122.55,757.18
6217,190,2633,119,314,50.111623,12.402641,1111.90,32945,1334826545,119.15,670.60
6218,190,2634,115,314,50.111859,12.402246,1107.90,32946,1334826546,115.95,736.38
6219,190,2635,109,313,50.112094,12.401847,1104.30,32947,1334826547,109.70,679.92
6220,190,2636,104,313,50.112331,12.401444,1100.70,32948,1334826548,104.71,679.98
6221,190,2637,101,312,50.112566,12.401034,1096.70,32949,1334826549,101.50,718.38
6222,190,2638,100,312,50.112804,12.400617,1093.40,32950,1334826550,100.29,628.01
6223,190,2639,98,312,50.113046,12.400194,1090.20,32951,1334826551,98.89,641.51
6224,190,2640,98,311,50.113289,12.399764,1087.00,32952,1334826552,98.81,630.05
6225,190,2641,101,311,50.113536,12.399329,1083.60,32953,1334826553,101.19,630.83
6226,190,2642,104,311,50.113784,12.398887,1080.30,32954,1334826554,104.47,581.23
6227,190,2643,106,311,50.114036,12.398439,1076.80,32955,1334826555,106.85,632.83
6228,190,2644,111,311,50.114289,12.397984,1073.30,32956,1334826556,111.30,644.11
6229,190,2645,116,311,50.114544,12.397524,1069.00,32957,1334826557,116.85,668.09
6230,190,2646,123,311,50.114799,12.397056,1065.10,32958,1334826558,123.17,655.74
6231,190,2647,126,311,50.115058,12.396586,1061.70,32959,1334826559,126.22,641.66
